"id","Phenotype"
"5073","Dyskeratosis congenita, autosomal recessive 6(616353)|Related, 4(616371)"
"5075","Cell deficiency(615560)"
"5076","Papillorenal syndrome(120330)|Focal segmental glomerulosclerosis 7(616002)"
"5077","Hand syndrome(122880)|Waardenburg syndrome, type 3(148820)|Waardenburg syndrome, type 1(193500)|Rhabdomyosarcoma 2(268220)"
"5078","Type 2 diabetes mellitus(125853)|Onset diabetes of the young, type 9(612225)|Prone(612227)"
"5079","Leukemia, acute lymphoblastic, susceptibility to, 3(615545)"
"5080","Aniridia 1(106210)|Coloboma, ocular, autosomal dominant(120200)|Coloboma of optic nerve(120430)|Foveal hypoplasia 1(136520)|Keratitis, hereditary(148190)|Optic nerve hypoplasia, bilateral(165550)|Wilms tumor, aniridia, genitourinary anomalies, and mental retardation syndrome(194072)|Anterior segment dysgenesis 5(604229)"
"50801","Facial dysmorphism, hypertrichosis, epilepsy, intellectual/developmental delay, and gingival overgrowth syndrome(618381)"
"5081","Rhabdomyosarcoma 2(268220)|Myopathy, congenital, progressive, with scoliosis(618578)"
"50814","Ck syndrome(300831)|Congenital hemidysplasia with ichthyosiform erythroderma and limb defects(308050)"
"5083","Tooth agenesis, selective, 3(604625)"
"50833","Glucopyranoside tasting(617956)"
"50846","46,xy sex reversal 7(233420)|46,xy gonadal dysgenesis with minifascicular neuropathy(607080)"
"5087","Congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay(617641)"
"5091","Pyruvate carboxylase deficiency(266150)"
"5092","Deficient, d(264070)"
"50937","Holoprosencephaly 11(614226)"
"50939","Retinitis pigmentosa 56(613581)|Macular dystrophy, vitelliform, 5(616152)"
"50940","Pigmented nodular adrenocortical disease, primary, 2(610475)"
"50943","Linked(304790)"
"50945","Erickson syndrome(302905)|Linked(303400)"
"5095","Propionic acidemia(606054)"
"5096","Propionic acidemia(606054)"
"50964","Craniodiaphyseal dysplasia, autosomal dominant(122860)|Sclerosteosis 1(269500)"
"51","Coa oxidase deficiency(264470)|Mitchell syndrome(618960)"
"51002","Mowat syndrome 5(617731)"
"51004","Coenzyme q10 deficiency, primary, 6(614650)"
"51008","Barrett esophagus(614266)|Spinal muscular atrophy with congenital bone fractures 2(616867)"
"51010","Pontocerebellar hypoplasia, type 1b(614678)"
"51013","Pontocerebellar hypoplasia, type 1f(619304)"
"51021","Combined oxidative phosphorylation deficiency 2(610498)"
"51025","Melki type(613320)"
"5105","Phosphoenolpyruvate carboxykinase deficiency, cytosolic(261680)"
"51053","Gorlin syndrome 6(616835)"
"51057","Congenital heart defects, hamartomas of tongue, and polysyndactyly(217085)|Biedl syndrome 15(615992)"
"5106","Phosphoenolpyruvate carboxykinase deficiency, mitochondrial(261650)"
"51062","Spastic paraplegia 3, autosomal dominant(182600)|Neuropathy, hereditary sensory, type id(613708)"
"51067","Myopathy, lactic acidosis, and sideroblastic anemia 2(613561)"
"51075","Neurodevelopmental disorder with microcephaly, cortical malformations, and spasticity(618730)"
"51079","Thyroid carcinoma, hurthle cell(607464)|Mitochondrial complex i deficiency, nuclear type 28(618249)"
"51081","Combined oxidative phosphorylation deficiency 34(617872)"
"51082","Treacher collins syndrome 2(613717)"
"51083","Epilepsy, familial temporal lobe, 8(616461)"
"51085","Beuren syndrome(194050)"
"51086","Cardiac conduction disease with or without dilated cardiomyopathy(616117)"
"51091","Pontocerebellar hypoplasia, type 2d(613811)"
"51095","Cell immunodeficiency, periodic fevers, and developmental delay(616084)|Retinitis pigmentosa and erythrocytic microcytosis(616959)"
"51098","Rib thoracic dysplasia 16 with or without polydactyly(617102)"
"51099","Dorfman syndrome(275630)"
"51102","Onset, with optic atrophy and basal ganglia abnormalities(617282)"
"51103","Mitochondrial complex i deficiency, nuclear type 11(618234)"
"51109","Retinal dystrophy, juvenile cataracts, and short stature syndrome(616108)"
"5111","Like disorder 2(615919)"
"51111","Mental retardation, autosomal dominant 51(617788)"
"51112","Onset, with brain atrophy and spasticity(617669)"
"51114","Linked, syndromic, raymond type(300799)"
"51116","Combined oxidative phosphorylation deficiency 36(617950)"
"51117","Coenzyme q10 deficiency, primary, 7(616276)"
"51119","Diamond syndrome 1(260400)|Aplastic anemia(609135)"
"51124","Microcephaly, epilepsy, and diabetes syndrome 1(614231)"
"51128","Chylomicron retention disease(246700)"
"51129","Plasma triglyceride level quantitative trait locus(615881)"
"51132","Kalscheuer syndrome(300978)"
"51134","Nephronophthisis 18(615862)"
"51135","Immunodeficiency 67(607676)"
"51142","Parkinson disease 22, autosomal dominant(616710)"
"51151","Skin/hair/eye pigmentation, variation in, 5(227240)|Albinism, oculocutaneous, type iv(606574)"
"5116","Microcephalic osteodysplastic primordial dwarfism, type ii(210720)"
"51163","Induced, susceptibility to, 11(619441)"
"51168","Deafness, autosomal recessive 3(600316)"
"51181","Pentosuria(260800)"
"51185","Mental retardation, autosomal recessive 2(607417)"
"5119","Pontocerebellar hypoplasia, type 8(614961)"
"51196","Nephrotic syndrome, type 3(610725)"
"51199","Seckel syndrome 7(614851)"
"51204","Mitochondrial complex iv deficiency, nuclear type 8(619052)"
"51206","Type, 11(614201)"
"51218","Onset, with hyperglycinemia(616859)|Refractory(616860)"
"5122","Proprotein convertase 1/3 deficiency(600955)|Body mass index quantitative trait locus 12(612362)"
"51227","Developmental and epileptic encephalopathy 55(617599)"
"51241","Mitochondrial complex iv deficiency, nuclear type 22(619355)"
"51244","Hypotonia, infantile, with psychomotor retardation(616816)"
"51251","Prime monophosphate hydrolase deficiency, hemolytic anemia due to(266120)"
"51256","Macrocephaly/megalencephaly syndrome, autosomal recessive(248000)"
"51259","Meckel syndrome, type 2(603194)|Joubert syndrome 2(608091)"
"51267","Aspergillosis, susceptibility to(614079)"
"51271","Spastic paraplegia 80, autosomal dominant(618418)"
"51284","Linked(301051)"
"51293","Methylmalonic aciduria, transient, due to transcobalamin receptor defect(613646)"
"51294","Mesencephalic junction dysplasia syndrome 1(251280)"
"513","Mitochondrial complex v (atp synthase) deficiency, nuclear type 5(618120)"
"5130","Rod dystrophy(608940)"
"51300","Mitochondrial complex i deficiency, nuclear type 31(618251)"
"51305","Barel syndrome(612292)"
"51308","Spastic paraplegia 72, autosomal recessive(615625)"
"51314","Ciliary dyskinesia, primary, 6(610852)"
"51317","Intellectual developmental disorder with behavioral abnormalities and craniofacial dysmorphism with or without seizures(618725)"
"51319","Intellectual developmental disorder, autosomal recessive 70(618402)"
"51322","Shinawi syndrome(616708)"
"51324","Mast syndrome(248900)"
"5133","Multiple sclerosis, susceptibility to(126200)|Systemic lupus erythematosus, susceptibility to, 2(605218)"
"51339","Brocks syndrome 2(617466)"
"51360","Linked(300918)|Osteogenesis imperfecta, type xix(301014)|Ifap syndrome 1, with or without bresheck syndrome(308205)|Linked(308800)"
"51362","Pontocerebellar hypoplasia, type 15(619302)"
"51364","Ciliary dyskinesia, primary, 22(615444)"
"5137","Deafness, autosomal dominant 74(618140)"
"51371","Keratosis linearis with ichthyosis congenita and sclerosing keratoderma(601952)|Associated autoinflammatory syndrome 2(618048)"
"5138","Intellectual developmental disorder with paroxysmal dyskinesia or seizures(619150)"
"5139","Hypertension and brachydactyly syndrome(112410)"
"51399","Neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy(618741)"
"514","Mitochondrial complex v (atp synthase) deficiency, nuclear type 3(614053)"
"51412","Developmental and epileptic encephalopathy 76(618468)|Intellectual developmental disorder with severe speech and ambulation defects(618470)"
"51422","White syndrome(194200)|Glycogen storage disease of heart, lethal congenital(261740)|Cardiomyopathy, familial hypertrophic, 6(600858)"
"51428","Myeloproliferative/lymphoproliferative neoplasms, familial (multiple types), susceptibility to(616871)"
"5144","Acrodysostosis 2 with or without hormone resistance(614613)"
"5145","Retinitis pigmentosa 43(613810)"
"5146","Cone dystrophy 4(613093)"
"5147","Joubert syndrome 22(615665)"
"51473","Deafness, autosomal recessive 66(610212)|Nephronophthisis 19(616217)|Sclerosing cholangitis, neonatal(617394)"
"51474","Low density lipoprotein cholesterol level quantitative trait locus 8(618079)"
"51475","Deafness, autosomal recessive 93(614899)"
"5148","Retinitis pigmentosa(268000)|Retinitis pigmentosa 57(613582)"
"5149","Retinal cone dystrophy 3a(610024)"
"51501","Leukodystrophy, hypomyelinating, 13(616881)"
"51506","Neurodevelopmental disorder with spasticity and poor growth(618076)"
"51520","Infantile liver failure syndrome 1(615438)"
"51524","Joubert syndrome 16(614465)"
"5155","Basal ganglia calcification, idiopathic, 1(213600)|Meningioma, familial, susceptibility to(607174)|Dermatofibrosarcoma protuberans(607907)|Basal ganglia calcification, idiopathic, 5(615483)"
"5156","Plus syndrome(175510)|Hypereosinophilic syndrome, idiopathic(607685)"
"51567","Spinocerebellar ataxia, autosomal recessive 23(616949)"
"51569","Leukodystrophy, hypomyelinating, 14(617899)"
"5157","Colorectal cancer(114500)|Hepatocellular carcinoma(114550)"
"51574","Alazami syndrome(615071)"
"5158","Night blindness, congenital stationary, autosomal dominant 2(163500)|Retinitis pigmentosa 40(613801)"
"5159","Myeloproliferative disorder, chronic, with eosinophilia(131440)|Basal ganglia calcification, idiopathic, 1(213600)|Myofibromatosis, infantile, 1(228550)|Premature aging syndrome, penttinen type(601812)|Basal ganglia calcification, idiopathic, 4(615007)|Kosaki overgrowth syndrome(616592)"
"51594","Huet anomaly(614800)|Infantile liver failure syndrome 2(616483)"
"5160","Alpha deficiency(312170)"
"51601","Lipoyltransferase 1 deficiency(616299)"
"51603","Deafness, autosomal recessive 26, modifier of(605429)"
"51604","Seizures syndrome 3(615398)|Paroxysmal nocturnal hemoglobinuria 2(615399)"
"5162","Beta deficiency(614111)"
"51621","Chromosome 15q13.3 deletion syndrome(612001)"
"51626","Rib thoracic dysplasia 15 with polydactyly(617088)"
"51633","Intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies(617452)"
"51645","Pontocerebellar hypoplasia, type 14(619301)"
"51649","Combined oxidative phosphorylation deficiency 46(618952)"
"5165","Linked dominant, 6(300905)"
"51651","Onset 1(616263)"
"51660","Mitochondrial pyruvate carrier deficiency(614741)"
"5167","Type 2 diabetes mellitus(125853)|Arterial calcification, generalized, of infancy, 1(208000)|Obesity(601665)|Hypophosphatemic rickets, autosomal recessive, 2(613312)|Cole disease(615522)"
"51684","Basal cell nevus syndrome(109400)|Medulloblastoma(155255)|Meningioma, familial, susceptibility to(607174)|Joubert syndrome 32(617757)"
"51693","Onset, with episodic rhabdomyolysis(618331)"
"51702","Uncombable hair syndrome 1(191480)"
"51715","Carpenter syndrome 1(201000)"
"5172","Pendred syndrome(274600)|Deafness, autosomal recessive 4, with enlarged vestibular aqueduct(600791)"
"51726","Polycystic kidney disease 6 with or without polycystic liver disease(618061)"
"51728","Leukodystrophy, hypomyelinating, 21(619310)"
"51729","Vertebral, cardiac, tracheoesophageal, renal, and limb defects(619227)"
"5173","Spinocerebellar ataxia 23(610245)"
"51733","Ureidopropionase deficiency(613161)"
"51738","Obesity(601665)"
"51741","Esophageal cancer(133239)|Spinocerebellar ataxia, autosomal recessive 12(614322)|Developmental and epileptic encephalopathy 28(616211)"
"51744","Rheumatoid arthritis(180300)"
"51750","Dyskeratosis congenita, autosomal recessive 5(615190)|Related, 3(616373)"
"5176","Osteogenesis imperfecta, type vi(613982)"
"51761","Cerebellar ataxia, mental retardation, and dysequilibrium syndrome 4(615268)"
"51763","Muscular dystrophy, congenital, with cataracts and intellectual disability(617404)"
"51776","Foot malformation with mesoaxial polydactyly(616890)|Type disproportion(617760)"
"51778","Cardiomyopathy, familial hypertrophic, 16(613838)"
"51780","Jongmans syndrome(618846)"
"51816","Sneddon syndrome(182410)|Vasculitis, autoinflammation, immunodeficiency, and hematologic defects syndrome(615688)"
"5184","Prolidase deficiency(170100)"
"5188","Combined oxidative phosphorylation deficiency 41(618838)"
"5189","Peroxisome biogenesis disorder 1a (zellweger)(214100)|Heimler syndrome 1(234580)|Peroxisome biogenesis disorder 1b(601539)"
"5190","Peroxisome biogenesis disorder 4a (zellweger)(614862)|Peroxisome biogenesis disorder 4b(614863)|Heimler syndrome 2(616617)"
"5191","Rhizomelic chondrodysplasia punctata, type 1(215100)|Refsum disease, classic(266500)|Peroxisome biogenesis disorder 9b(614879)"
"5192","Peroxisome biogenesis disorder 6a (zellweger)(614870)|Peroxisome biogenesis disorder 6b(614871)"
"5193","Peroxisome biogenesis disorder 3b(266510)|Peroxisome biogenesis disorder 3a (zellweger)(614859)"
"5194","Peroxisome biogenesis disorder 11a (zellweger)(614883)|Peroxisome biogenesis disorder 11b(614885)"
"5195","Peroxisome biogenesis disorder 13a (zellweger)(614887)"
"5199","Linked(312060)"
"5205","Cholestasis, intrahepatic, of pregnancy, 1(147480)|Cholestasis, progressive familial intrahepatic, 1(211600)|Cholestasis, benign recurrent intrahepatic, 1(243300)"
"5213","Glycogen storage disease vii(232800)"
"5216","Amyotrophic lateral sclerosis 18(614808)"
"5224","Glycogen storage disease x(261670)"
"523","Cutis laxa, autosomal recessive, type iid(617403)|Developmental and epileptic encephalopathy 93(618012)"
"5230","Phosphoglycerate kinase 1 deficiency(300653)"
"5236","Congenital disorder of glycosylation, type it(614921)"
"5238","Immunodeficiency 23(615816)"
"5241","Progesterone resistance(264080)"
"5243","Colchicine resistance(120080)|Inflammatory bowel disease 13(612244)"
"5244","Gallbladder disease 1(600803)|Cholestasis, progressive familial intrahepatic, 3(602347)|Cholestasis, intrahepatic, of pregnancy 3(614972)"
"5245","Breast cancer(114480)"
"525","Renal tubular acidosis, distal, 2, with progressive sensorineural hearing loss(267300)"
"5250","Mitochondrial phosphate carrier deficiency(610773)"
"5251","Linked dominant(307800)"
"5255","Glycogen storage disease, type ixd(300559)"
"5256","Glycogen storage disease ixa1(306000)"
"5257","Glycogen storage disease ixb(261750)"
"526","Deafness, congenital, with onychodystrophy, autosomal dominant(124480)|Laband syndrome 2(616455)"
"5261","Glycogen storage disease ixc(613027)"
"5264","Refsum disease, classic(266500)"
"5265","Antitrypsin deficiency(613490)"
"5269","Deafness, autosomal recessive 91(613453)"
"5271","Peeling skin syndrome 5(617115)"
"5274","Encephalopathy, familial, with neuroserpin inclusion bodies(604218)"
"5277","Paroxysmal nocturnal hemoglobinuria 1(300818)|Seizures syndrome 2(300868)"
"5279","Glycosylphosphatidylinositol biosynthesis defect 16(617816)"
"5281","Onychodystrophy, osteodystrophy, impaired intellectual development, and seizures syndrome(619356)"
"5283","Glycosylphosphatidylinositol biosynthesis defect 17(618010)"
"5286","Oculoskeletodental syndrome(618440)"
"529","Cutis laxa, autosomal recessive, type iic(617402)"
"5290","Breast cancer(114480)|Colorectal cancer(114500)|Hepatocellular carcinoma(114550)|Macrodactyly(155500)|Nevus, epidermal(162900)|Ovarian cancer(167000)|Keratosis, seborrheic(182000)|Lung cancer(211980)|Polymicrogyria syndrome(602501)|Congenital lipomatous overgrowth, vascular malformations, and epidermal nevi(612918)|Capillary malformation of the lower lip, lymphatic malformation of face and neck, asymmetry of face and limbs, and partial/generalized overgrowth(613089)|Gastric cancer(613659)|Cowden syndrome 5(615108)"
"5293","Chitayat syndrome(613328)|Immunodeficiency 14a, autosomal dominant(615513)|Immunodeficiency 14b, autosomal recessive(619281)"
"5295","Short syndrome(269880)|Agammaglobulinemia 7, autosomal recessive(615214)|Immunodeficiency 36(616005)"
"5296","Hydrocephalus syndrome 1(603387)"
"5297","Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis(616531)"
"53","Acid phosphatase deficiency(200950)"
"5307","Image polydactyly(119800)|Liebenberg syndrome(186550)"
"5308","Anterior segment dysgenesis 4(137600)|Rieger syndrome, type 1(180500)|Ring dermoid of cornea(180550)"
"5309","Anterior segment dysgenesis 1(107250)|Cataract 11, multiple types(610623)"
"5310","Polycystic kidney disease 1 with or without polycystic liver disease(173900)"
"5311","Polycystic kidney disease 2 with or without polycystic liver disease(613095)"
"5313","Adenosine triphosphate, elevated, of erythrocytes(102900)|Pyruvate kinase deficiency of red cells(266200)"
"5314","Polycystic kidney disease 4 with or without polycystic liver disease(263200)"
"5317","Ectodermal dysplasia/skin fragility syndrome(604536)"
"5318","Arrhythmogenic right ventricular dysplasia, familial, 9(609040)"
"5320","Colorectal cancer(114500)"
"5321","Gastrointestinal ulceration, recurrent, with dysfunctional platelets(618372)"
"5322","Fleck retina, familial benign(228980)"
"5324","Salivary gland adenoma, pleomorphic(181030)|Russell syndrome 4(618907)"
"5327","Thrombophilia, familial, due to decreased release of tissue plasminogen activator(612348)"
"5328","Alzheimer disease(104300)|Quebec platelet disorder(601709)"
"5331","Spondylometaphyseal dysplasia with corneal dystrophy(618961)"
"5332","Auriculocondylar syndrome 2(614669)"
"5333","Nail disorder, nonsyndromic congenital, 3(151600)"
"53335","Intellectual developmental disorder with persistence of fetal hemoglobin(617101)"
"5336","Familial cold autoinflammatory syndrome 3(614468)|Autoinflammation, antibody deficiency, and immune dysregulation(614878)"
"5337","Cardiac valvular defect, developmental(212093)"
"5339","Epidermolysis bullosa simplex 5a, ogna type(131950)|Epidermolysis bullosa simplex 5b, with muscular dystrophy(226670)|Epidermolysis bullosa junctionalis with pyloric atresia(226730)|Epidermolysis bullosa simplex 5c, with pyloric atresia(612138)|Girdle, autosomal recessive 17(613723)|Epidermolysis bullosa simplex 5d, generalized intermediate, autosomal recessive(616487)"
"5340","Plasminogen deficiency, type i(217090)|Angioedema, hereditary, 4(619360)"
"53405","Deafness, autosomal recessive 103(616042)"
"5345","Plasmin inhibitor deficiency(262850)"
"5346","Lipodystrophy, familial partial, type 4(613877)"
"5350","Cardiomyopathy, dilated, 1p(609909)|Cardiomyopathy, familial hypertrophic, 18(613874)"
"5351","Danlos syndrome, kyphoscoliotic type, 1(225400)"
"5352","Bruck syndrome 2(609220)"
"5354","Merzbacher disease(312080)|Linked(312920)"
"5357","Deafness, autosomal dominant 76(618787)"
"5358","Bone mineral density quantitative trait locus 18(300910)"
"53616","Developmental and epileptic encephalopathy 61(617933)"
"53630","Hypercarotenemia and vitamin a deficiency, autosomal dominant(115300)"
"53632","Skeletal muscle glycogen content and metabolism quantitative trait locus(619030)"
"537","Immunodeficiency 47(300972)"
"5373","Congenital disorder of glycosylation, type ia(212065)"
"5375","Tooth disease, demyelinating, type 1g(618279)"
"5376","Tooth disease, demyelinating, type 1a(118220)|Tooth disease and deafness(118300)|Barre syndrome, familial(139393)|Sottas(145900)|Neuropathy, hereditary, with liability to pressure palsies(162500)|Levy hereditary areflexic dystasia(180800)"
"5378","Lynch syndrome i(120435)"
"538","Linked 3(300489)|Occipital horn syndrome(304150)|Menkes disease(309400)"
"53834","Hirschhorn syndrome(194190)"
"53904","Deafness, autosomal recessive 30(607101)"
"5393","Pontocerebellar hypoplasia, type 1d(618065)"
"53947","Blood group, p1pk system(111400)"
"5395","Colorectal cancer, hereditary nonpolyposis, type 4(614337)|Mismatch repair cancer syndrome 4(619101)"
"5396","Otocephaly complex(202650)"
"54","Spondyloenchondrodysplasia with immune dysregulation(607944)"
"540","Wilson disease(277900)"
"5406","Pancreatic lipase deficiency(614338)"
"54084","Deafness, autosomal recessive 98(614861)|Ectodermal dysplasia 14, hair/tooth type with or without hypohidrosis(618180)"
"54101","Chand syndrome(214350)|Papas syndrome 1(263650)"
"54112","Onset, with psychomotor retardation(616939)"
"54187","Spondyloepimetaphyseal dysplasia, genevieve type(610442)"
"54205","Thrombocytopenia 4(612004)"
"54209","Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 2(618193)"
"5422","O'driscoll syndrome(301030)|Linked(301220)"
"5424","Colorectal cancer, susceptibility to, 10(612591)|Mandibular hypoplasia, deafness, progeroid features, and lipodystrophy syndrome(615381)"
"5426","Colorectal cancer, susceptibility to, 12(615083)|Facial dysmorphism, immunodeficiency, livedo, and short stature(615139)|Intrauterine growth retardation, metaphyseal dysplasia, adrenal hypoplasia congenita, genital anomalies, and immunodeficiency(618336)"
"5428","Progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant 1(157640)|Mitochondrial dna depletion syndrome 4a (alpers type)(203700)|Progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal recessive 1(258450)|Mitochondrial dna depletion syndrome 1 (mngie type)(603041)|Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis(607459)|Mitochondrial dna depletion syndrome 4b (mngie type)(613662)"
"5429","Xeroderma pigmentosum, variant type(278750)"
"5430","Neurodevelopmental disorder with hypotonia and variable intellectual and behavioral abnormalities(618603)"
"54332","Tooth disease, type 4a(214400)|Tooth disease, axonal, with vocal cord paresis, autosomal recessive(607706)|Tooth disease, axonal, type 2k(607831)|Tooth disease, recessive intermediate a(608340)"
"54344","Girdle), type c, 15(612937)|Dystroglycanopathy (congenital with impaired intellectual development), type b, 15(618992)"
"54345","Renal defect syndrome(137940)|Telangiectasia syndrome(607823)"
"54361","Mullerian aplasia and hyperandrogenism(158330)|46,xx sex reversal with dysgenesis of kidneys, adrenals, and lungs(611812)"
"54413","Linked 1(300425)|Linked, susceptibility to, 1(300494)"
"54414","Autoimmune disease, susceptibility to, 6(613551)"
"5443","Obesity(601665)|Onset, with adrenal insufficiency and red hair(609734)"
"5444","Microvascular complications of diabetes, susceptibility to, 5(612633)"
"54443","Focal segmental glomerulosclerosis 8(616032)"
"54453","Macs syndrome(613075)"
"54463","Neuropathy, hereditary sensory and autonomic, type iia(201300)|Neuropathy, hereditary sensory and autonomic, type iib(613115)"
"5447","Bixler syndrome with genital anomalies and disordered steroidogenesis(201750)|Bixler syndrome without genital anomalies or disordered steroidogenesis(207410)|Disordered steroidogenesis due to cytochrome p450 oxidoreductase deficiency(613571)"
"54476","Gordon holmes syndrome(212840)"
"54487","Velocardiofacial syndrome(192430)"
"5449","Pituitary hormone deficiency, combined or isolated, 1(613038)"
"54496","Short stature, brachydactyly, impaired intellectual development, and seizures(617157)"
"54499","Craniofacial dysmorphism, skeletal anomalies, and mental retardation syndrome(213980)"
"545","Seckel syndrome 1(210600)|Cutaneous telangiectasia and cancer syndrome, familial(614564)"
"54507","Ectopia lentis 2, isolated, autosomal recessive(225100)|Ectopia lentis et pupillae(225200)"
"54517","Intellectual developmental disorder with abnormal behavior, microcephaly, and short stature(618342)"
"54538","Aortic valve disease 3(618496)"
"54539","Linear skin defects with multiple congenital anomalies 3(300952)|Mitochondrial complex i deficiency, nuclear type 30(301021)|Linear skin defects with multiple congenital anomalies 1(309801)"
"5455","Fisher syndrome(618604)"
"54551","Willi syndrome(176270)|Yang syndrome(615547)"
"5456","Linked 2(304400)"
"54567","Oliver syndrome 6(616589)"
"5457","Onset(619352)"
"54583","Hemoglobin, high altitude adaptation(609070)|Erythrocytosis, familial, 3(609820)"
"54585","Biedl syndrome 17(615994)"
"5459","Deafness, autosomal dominant 15(602459)"
"546","Thalassemia myelodysplasia syndrome(300448)|Linked(301040)|Linked, 1(309580)"
"54658","Gilbert syndrome(143500)|Najjar syndrome, type i(218800)|Hyperbilirubinemia, transient familial neonatal(237900)|Bilirubin, serum level of, quantitative trait locus 1(601816)|Najjar syndrome, type ii(606785)"
"54664","Leukodystrophy, hypomyelinating, 16(617964)"
"54676","Elahi syndrome(617988)"
"5468","Type 2 diabetes mellitus(125853)|Obesity(601665)|Lipodystrophy, familial partial, type 3(604367)|Carotid intimal medial thickness 1(609338)"
"54681","Hypotonia, hypoventilation, impaired intellectual development, dysautonomia, epilepsy, and eye abnormalities(618493)"
"547","Neuropathy, hereditary sensory and autonomic, type iia(201300)|Spastic paraplegia 30, autosomal dominant(610357)|Neuropathy, hereditary sensory, type iic(614213)|Nescav syndrome(614255)"
"54704","Pyruvate dehydrogenase phosphatase deficiency(608782)"
"54714","Achromatopsia 3(262300)"
"54716","Hyperglycinuria(138500)|Iminoglycinuria(242600)"
"54756","Hypogonadotropic hypogonadism 18 with or without anosmia(615267)"
"54757","Amelogenesis imperfecta, type ig(204690)"
"5476","Galactosialidosis(256540)"
"54765","Aniridia 3(617142)"
"54766","Oocyte maturation defect 8(619009)"
"54768","Ciliary dyskinesia, primary, 5(608647)"
"5479","Osteogenesis imperfecta, type ix(259440)"
"54790","Myelodysplastic syndrome(614286)|Immunodeficiency 75(619126)"
"54795","Progressive familial heart block, type ib(604559)|Erythrokeratodermia variabilis et progressiva 6(618531)"
"54796","Lower urinary tract obstruction, congenital(618612)"
"54800","Epidermolysis bullosa simplex 6, generalized, with scarring and hair loss(617294)"
"54802","Combined oxidative phosphorylation deficiency 35(617873)"
"54805","Hypomagnesemia 6, renal(613882)|Hypomagnesemia, seizures, and mental retardation 1(616418)"
"54806","Joubert syndrome 3(608629)"
"54808","Clausen disease(223800)|Mccort dysplasia 1(607326)"
"54809","Tumoral calcinosis, normophosphatemic, familial(610455)|Mirage syndrome(617053)|Monosomy 7 myelodysplasia and leukemia syndrome 2(619041)"
"54820","Microhydranencephaly(605013)|Lissencephaly 4(614019)"
"54822","Parkinsonism/dementia complex 1(105500)"
"54829","Intervertebral disc disease(603932)|Osteoarthritis susceptibility 3(607850)"
"54832","Onset(616840)"
"54834","Spinocerebellar ataxia, autosomal recessive 27(618369)"
"54840","Onset, with oculomotor apraxia and hypoalbuminemia(208920)"
"54845","Deafness, autosomal recessive 109(618013)"
"54862","Mental retardation, autosomal recessive 3(608443)"
"54870","Brady syndrome(617982)"
"54872","Mental retardation, autosomal recessive 53(616917)"
"54880","Microphthalmia, syndromic 2(300166)|Microphthalmia, syndromic 1(309800)"
"54885","Nephrotic syndrome, type 20(301028)"
"54888","Mental retardation, autosomal recessive 5(611091)"
"54892","Katsanis syndrome(618460)"
"54894","Sessile serrated polyposis cancer syndrome(617108)"
"549","Methylglutaconic aciduria, type i(250950)"
"54902","Mitochondrial complex iii deficiency, nuclear type 2(615157)"
"54903","Meckel syndrome, type 1(249000)|Biedl syndrome 13(615990)|Joubert syndrome 28(617121)"
"54916","Structural heart defects and renal anomalies syndrome(617478)"
"54919","Ciliary dyskinesia, primary, 18(614874)"
"54928","Chondrodysplasia with joint dislocations, gpapp type(614078)"
"54931","Combined oxidative phosphorylation deficiency 30(616974)"
"54936","Induced, with variable ataxia and seizures(618170)"
"54938","Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis syndrome(613845)"
"54941","Tenorio syndrome(616260)"
"54949","Paragangliomas 2(601650)"
"54968","Mitochondrial complex v (atp synthase) deficiency, nuclear type 2(614052)"
"54970","Ciliary dyskinesia, primary, 45(618801)"
"54974","Spinocerebellar ataxia, autosomal recessive 28(618800)"
"54977","Refractory(205950)"
"5498","Variegate porphyria(176200)"
"54982","Ceroid lipofuscinosis, neuronal, 4a (kufs type), autosomal recessive(204300)|Ceroid lipofuscinosis, neuronal, 6(601780)"
"5500","Like disorder with loose anagen hair 2(617506)"
"55005","Combined oxidative phosphorylation deficiency 11(614922)"
"55012","Gonadal dysgenesis, dysmorphic facies, retinal dystrophy, and myopathy(618419)|Spermatogenic failure 36(618420)"
"55023","Jansen syndrome(617991)"
"55033","Danlos syndrome, kyphoscoliotic type, 2(614557)"
"55034","Xanthinuria, type ii(603592)"
"55036","Ciliary dyskinesia, primary, 15(613808)"
"55037","Combined oxidative phosphorylation deficiency 51(619057)"
"55054","Inflammatory bowel disease (crohn disease) 10(611081)"
"5506","Type 2 diabetes mellitus(125853)"
"55065","Riboflavin deficiency(615026)"
"55074","Cerebellar hypoplasia/atrophy, epilepsy, and global developmental delay(213000)"
"55081","Orofaciodigital syndrome xviii(617927)"
"55084","Mental retardation, anterior maxillary protrusion, and strabismus(613671)"
"551","Diabetes insipidus, neurohypophyseal(125700)"
"55112","Rib thoracic dysplasia 8 with or without polydactyly(615503)"
"55120","Fanconi anemia, complementation group l(614083)"
"55129","Spinocerebellar ataxia, autosomal recessive 10(613728)"
